Time,Body Position (x),Body Position (y),Body Position (z),Head Position (x),Head Position (y),Head Position (z),Region (Color),
224.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
224.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
224.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
225,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
225.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
225.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
225.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
226,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
226.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
226.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
226.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
227,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
227.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
227.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
227.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
228,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
228.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
228.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
228.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
229,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
229.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
229.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
229.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
230,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
230.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
230.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
230.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
231,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
231.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
231.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
231.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
232,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
232.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
232.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
232.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
233,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
233.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
233.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
233.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
234,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
234.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
234.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
234.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
235,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
235.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
235.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
235.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
236,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
236.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
236.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
236.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
237,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
237.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
237.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
237.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
238,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
238.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
238.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
238.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
239,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
239.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
239.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
239.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
240,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
240.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
240.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
240.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
241,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
241.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
241.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
241.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
242,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
242.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
242.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
242.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
243,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
243.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
243.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
243.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
244,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
244.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
244.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
244.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
245,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
245.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
245.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
245.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
246,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
246.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
246.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
246.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
247,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
247.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
247.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
247.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
248,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
248.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
248.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
248.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
249,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
249.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
249.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
249.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
250,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
250.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
250.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
250.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
251,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
251.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
251.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
251.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
252,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
252.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
252.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
252.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
253,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
253.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
253.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
253.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
254,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
254.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
254.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
254.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
255,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
255.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
255.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
255.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
256,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
256.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
256.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
256.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
257,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
257.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
257.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
257.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
258,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
258.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
258.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
258.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
259,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
259.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
259.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
259.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
260,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
260.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
260.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
260.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
261,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
261.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
261.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
261.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
262,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
262.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
262.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
262.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
263,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
263.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
263.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
263.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
264,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
264.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
264.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
264.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
265,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
265.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
265.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
265.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
266,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
266.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
266.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
266.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
267,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
267.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
267.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
267.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
268,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
268.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
268.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
268.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
269,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
269.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
269.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
269.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
270,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
270.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
270.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
270.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
271,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
271.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
271.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
271.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
272,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
272.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
272.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
272.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
273,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
273.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
273.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
273.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
274,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
274.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
274.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
274.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
275,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
275.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
275.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
275.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
276,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
276.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
276.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
276.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
277,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
277.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
277.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
277.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
278,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
278.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
278.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
278.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
279,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
279.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
279.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
279.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
280,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
280.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
280.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
280.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
281,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
281.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
281.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
281.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
282,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
282.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
282.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
282.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
283,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
283.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
283.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
283.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
284,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
284.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
284.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
284.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
285,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
285.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
285.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
285.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
286,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
286.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
286.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
286.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
287,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
287.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
287.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
287.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
288,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
288.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
288.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
288.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
289,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
289.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
289.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
289.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
290,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
290.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
290.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
290.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
291,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
291.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
291.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
291.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
292,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
292.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
292.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
292.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
293,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
293.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
293.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
293.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
294,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
294.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
294.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
294.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
295,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
295.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
295.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
295.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
296,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
296.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
296.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
296.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
297,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
297.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
297.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
297.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
298,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
298.25,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
298.5,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
298.75,-3.956438,0.3299997,-0.5024766,-3.956438,1.88,-0.5024766,Green Floor,
